3.630867624832852525e-01,-2.035192216904826157e-01
3.003265155448458373e-02,-1.964825854626433832e-01
-2.473922719541570281e-01,-1.855722289703869501e-02
-7.043593044599351372e-02,-3.646692098398269244e-01
-3.686956275117352078e-02,-8.713796894397369749e-03
-6.738181666730109695e-03,3.969266270870902003e-01
-1.955213523410056220e-01,4.603375337768140785e-01
3.223536222191100142e-01,5.962478381169422637e-01
6.075254817707780308e-01,-1.068803332167756331e-01
1.138094592108478825e-01,1.083773238723199361e-01
-5.433324538860597741e-01,2.691401038359974018e-01
4.037147308484327901e-01,3.022879067928425645e-01
6.774590988586086659e-01,5.920850598955392646e-02
-3.753582987426093975e-01,5.109804701601989851e-01
1.031251052808088847e-02,-7.365396253832561246e-01
3.733201455157139081e-01,5.041416232534242647e-01
1.086396443124332777e-02,8.006308911388886410e-03
-2.850062510647699207e-02,2.366727032023013821e-01
6.808828953907591908e-01,-1.944893754032171185e-01
-4.372331029041869321e-01,-4.131251570337791112e-01
4.983070287813506360e-01,4.000292428505981546e-01
6.649818406802383841e-02,6.662402998111232044e-01
-1.294990982484554576e-01,-6.172260172666197420e-01
2.991479724667489015e-01,-6.509976814645688226e-01
1.702362064786724916e-01,6.500775762071134833e-01
4.872584960785100172e-01,-3.798323652906571146e-01
-6.460346718515705966e-01,-1.208644684386224327e-01
-3.095842639728251244e-01,6.546512043709942219e-01
-5.246079384301501891e-01,-4.961320329520922945e-01
3.032778526925563045e-01,-4.663361032450735744e-02
6.145480606132619483e-01,4.308708874677641409e-01
4.051347423893528754e-01,-4.764336407467554269e-01
2.664355427794056763e-01,-3.445135681931855154e-01
-2.091740991600214011e-02,7.403195257645066585e-01
2.910343536425028521e-01,2.263073450442694978e-01
-4.823048791084554865e-01,4.526988536844585576e-01
-4.118387526731980275e-01,-5.532358783362459898e-01
2.246833214882473506e-01,-1.282600736058939483e-01
-6.788186798138460265e-01,3.253716740941807739e-01
-4.581740385701065787e-01,1.435362453279493689e-01
-1.429872589976708686e-01,-7.316753199211423198e-01
5.593401909620668855e-01,-4.789446521608763385e-01
1.505210349402983649e-01,-4.609394783237424353e-01
1.670801083154399846e-01,4.799647381357750042e-01
3.427747297098026058e-01,1.103608937349527114e-01
-2.579848130533051176e-01,1.753007692110066518e-01
-5.970918743131737871e-01,-2.135850760136082938e-01
-6.471240675825954414e-01,-3.012101110613664146e-01
6.761042853747608605e-01,2.665310064714340177e-01
4.225750832884462849e-01,-6.015480180490039297e-01
6.616596657261423209e-01,-3.551413860106706344e-01
-4.270474863121165865e-01,8.959714276988341576e-05
-3.027642810627214631e-01,3.094538932200110448e-01
-4.749944690641721423e-01,5.910053221719099303e-01
2.216657999351146491e-01,-5.430506389237609310e-01
4.916450827607766749e-01,5.665132282761989879e-01
5.395067332384770875e-01,2.472384602587745783e-01
7.313566111124962799e-01,1.422231345695250115e-01
-5.625866014921944158e-01,3.968376697048596746e-01
-7.320369853156354356e-01,-1.027119644961896477e-01
1.843203288325520606e-01,-7.346451376786349297e-01
-7.389887286154759316e-01,3.859639249924937815e-02
5.959329527789475334e-02,-6.354293981497758370e-01
-6.926403708450178387e-01,1.884620946453550716e-01
-2.527112209624610695e-01,-2.511586474268563962e-01
-1.407601765963788498e-01,-7.911060778639715518e-02
-3.675189156106765664e-01,-6.405953741070760099e-01
5.794780690568520631e-01,-2.648405680835929643e-01
-4.568546351250662441e-01,-2.049934440637971866e-01
-1.895499205405267729e-01,6.950382041522378262e-01
-2.153449022955589709e-01,5.818069383909605374e-01
7.082959994016659877e-01,-5.246359278551741140e-02
-5.826235064642916461e-02,6.087231248761336699e-01
2.639470113245495630e-01,7.102527919215447794e-01
4.999658520861022248e-01,4.477803224967466522e-02
-6.263403050818234785e-01,7.303404069513366736e-02
-2.580425144587112363e-01,-6.539469985971758659e-01
-4.295019221335666382e-02,-4.639594875641176452e-01
1.292028172592701862e-01,2.875156482680180647e-01
-5.948041594858904935e-01,-3.981623626628240653e-01
-2.569891136733336023e-01,-4.000838153164762434e-01
3.058107283482579264e-02,-3.085383659443852525e-02
